Yuan Dean Scientific Co., LTD
DC-DC CONVERTER  ATE Product Test  Type: 01D-3R3-1C-(NA052)
輸出組別 : 1OUT
客戶名稱: 達運
批號: YS11-17110027
預測數量:  1000 
輸入低電壓  :  4.75  V  
輸入正常電壓 :  24  V  
輸入高電壓  :  36  V  
測試負載  滿載 :  1  Amp輕載 :  0.1  Amp
交越測試  負載_F :  100  Amp  負載_N  :  1  Amp
記錄日期 2018/1/2 
記錄項目  ,  , 空載輸入電流_L  ,空載輸入電流_N   ,空載輸入電流_H  ,空載輸入功率_L  ,空載輸入功率_N   ,空載輸入功率_H   ,空載輸出電壓 CH1_L  ,空載輸出電壓 CH1_N   ,空載輸出電壓 CH1_H  ,空載輸出電壓 CH2_L  ,空載輸出電壓 CH2_N   ,空載輸出電壓 CH2_H   ,空載漣波雜訊CH1_L  ,空載漣波雜訊CH1_N   , 空載漣波雜訊 CH1_H  ,空載漣波雜訊CH2_L  ,空載漣波雜訊 CH2_N   ,空載漣波雜訊CH2_H   ,滿載輸入電流_L  ,滿載輸入電流_N   ,滿載輸入電流_H  ,滿載輸入功率_L  ,滿載輸入功率_N   ,滿載輸入功率_H   , 滿載輸出電壓 CH1_L  ,滿載輸出電壓 CH1_N   , 滿載輸出電壓 CH1_H  ,滿載輸出電壓 CH2_L  ,滿載輸出電壓 CH2_N   ,滿載輸出電壓 CH2_H   ,滿載漣波雜訊CH1_L  ,滿載漣波雜訊CH1_N   , 滿載漣波雜訊 CH1_H  ,滿載漣波雜訊CH2_L  ,滿載漣波雜訊 CH2_N   ,滿載漣波雜訊CH2_H   ,滿載效率_L  ,滿載效率_N  ,滿載效率_H  ,輸入電壓變動穩壓率 CH1   ,輸入電壓變動穩壓率 CH2  ,輸出負載變動穩壓率CH1_L  ,輸出負載變動穩壓率CH1_N  ,輸出負載變動穩壓率CH1_H  ,輸出負載變動穩壓率CH2_L  ,輸出負載變動穩壓率CH2_N  ,輸出負載變動穩壓率CH2_H   ,短路保護測試_L  ,短路保護測試_N   ,短路保護測試_H  ,過電流保護測試_L  ,過電流保護測試_N   ,過電流保護測試_H   ,遠端控制關機測試  ,輸出電壓整理微調正緣   ,輸出電壓整理微調負緣  ,遞減遠端控制關機測試_L  ,遞減遠端控制關機測試_N   ,遞減遠端控制關機測試_H  ,過電壓保護_L  ,過電壓保護_N   ,過電壓保護_H    ,遞減欠壓鎖定_L  ,遞增過電流保護_L  ,遞增過電流保護_N  ,遞增過電流保護_H , 遞增遠端控制開機測試_L  ,遞增遠端控制開機測試_N  ,遞增遠端控制開機測試_H  ,交越負載CH1_L  ,交越負載CH1_N  ,交越負載CH1_H  ,交越負載CH2_L  ,交越負載CH2_N  ,交越負載CH2_H  ,日期 ,時間 
 443 ,PASS ,  1.412  , 0  , 0.936  , 0.007  , 0  , 0.033  , 3.346  , 0  , 3.348  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 772.976  , 0  , 112.971  , 3.668  , 0  , 4.063  , 3.328  , 3.324  , 3.324  , 0  , 0  , 0  , 22.4  , 0  , 19.2  , 0  , 0  , 0  , 90.43075  , 0  , 81.6884  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 404.198  , 0  , 58.061  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:32:51 
 444 ,PASS ,  1.383  , 0  , 0.958  , 0.007  , 0  , 0.034  , 3.311  , 0  , 3.313  , 0  , 0  , 0  , 6.4  , 0  , 12  , 0  , 0  , 0  , 766.507  , 0  , 112.014  , 3.64  , 0  , 4.028  , 3.295  , 3.291  , 3.291  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.41208  , 0  , 81.70308  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 381.385  , 0  , 54.004  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:33:15 
 445 ,PASS ,  1.407  , 0  , 0.968  , 0.007  , 0  , 0.034  , 3.29  , 0  , 3.291  , 0  , 0  , 0  , 6.4  , 0  , 12.8  , 0  , 0  , 0  , 762.07  , 0  , 111.705  , 3.618  , 0  , 4.017  , 3.27  , 3.269  , 3.268  , 0  , 0  , 0  , 20.8  , 0  , 17.6  , 0  , 0  , 0  , 90.40907  , 0  , 81.1302  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 375.576  , 0  , 54.808  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:33:42 
 446 ,ABORT ,  1.401  , 0  , 0.958  , 0.007  , 0  , 0.034  , 3.321  , 0  , 3.364  , 0  , 0  , 0  , 7.2  , 0  , 11.2  , 0  , 0  , 0  , 911.643  , 0  , 157.164  , 4.332  , 0  , 5.667  , 3.305  , 3.3  , 3.291  , 0  , 0  , 0  , 37.6  , 0  , 20.8  , 0  , 0  , 0  , 75.99261  , 0  , 57.94953  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:33:57 
 447 ,PASS ,  1.472  , 0  , 0.978  , 0.007  , 0  , 0.034  , 3.35  , 0  , 3.35  , 0  , 0  , 0  , 6.4  , 0  , 9.6  , 0  , 0  , 0  , 771.086  , 0  , 112.79  , 3.664  , 0  , 4.058  , 3.328  , 3.324  , 3.324  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.63865  , 0  , 81.71513  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 382.432  , 0  , 53.745  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:34:36 
 448 ,PASS ,  1.473  , 0  , 0.992  , 0.007  , 0  , 0.035  , 3.319  , 0  , 3.319  , 0  , 0  , 0  , 8  , 0  , 10.4  , 0  , 0  , 0  , 766.581  , 0  , 112.365  , 3.639  , 0  , 4.04  , 3.298  , 3.293  , 3.294  , 0  , 0  , 0  , 17.6  , 0  , 19.2  , 0  , 0  , 0  , 90.4919  , 0  , 81.33663  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 331.79  , 0  , 50.791  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:35:02 
 449 ,PASS ,  1.456  , 0  , 1.003  , 0.007  , 0  , 0.035  , 3.355  , 0  , 3.355  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 773.926  , 0  , 112.913  , 3.675  , 0  , 4.062  , 3.335  , 3.33  , 3.33  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.80272  , 0  , 81.93009  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 352.801  , 0  , 47.856  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:35:26 
 450 ,PASS ,  1.476  , 0  , 1.009  , 0.007  , 0  , 0.035  , 3.354  , 0  , 3.354  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 774.133  , 0  , 113.473  , 3.677  , 0  , 4.081  , 3.335  , 3.333  , 3.333  , 0  , 0  , 0  , 19.2  , 0  , 19.2  , 0  , 0  , 0  , 90.59016  , 0  , 81.62215  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 343.667  , 0  , 46.379  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:35:51 
 451 ,PASS ,  1.496  , 0  , 0.975  , 0.007  , 0  , 0.036  , 3.338  , 0  , 3.338  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 771.762  , 0  , 112.94  , 3.663  , 0  , 4.061  , 3.32  , 3.319  , 3.318  , 0  , 0  , 0  , 16.8  , 0  , 20  , 0  , 0  , 0  , 90.52689  , 0  , 81.31003  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 398.504  , 0  , 57.172  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:36:15 
 452 ,PASS ,  1.497  , 0  , 1  , 0.007  , 0  , 0.035  , 3.301  , 0  , 3.303  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 764.532  , 0  , 112.002  , 3.63  , 0  , 4.028  , 3.286  , 3.283  , 3.284  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.27547  , 0  , 81.23138  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 403.078  , 0  , 58.466  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:36:38 
 453 ,PASS ,  1.513  , 0  , 1.013  , 0.007  , 0  , 0.035  , 3.309  , 0  , 3.308  , 0  , 0  , 0  , 7.2  , 0  , 11.2  , 0  , 0  , 0  , 765.066  , 0  , 111.934  , 3.633  , 0  , 4.026  , 3.291  , 3.288  , 3.286  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.47619  , 0  , 81.32141  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 342.289  , 0  , 48.09  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:37:02 
 454 ,PASS ,  1.484  , 0  , 0.992  , 0.007  , 0  , 0.036  , 3.313  , 0  , 3.315  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 766.915  , 0  , 112.09  , 3.642  , 0  , 4.031  , 3.299  , 3.296  , 3.294  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.71938  , 0  , 81.54304  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 350.154  , 0  , 48.824  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:37:32 
 455 ,PASS ,  1.537  , 0  , 1.016  , 0.007  , 0  , 0.036  , 3.335  , 0  , 3.335  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 769.863  , 0  , 112.359  , 3.656  , 0  , 4.041  , 3.313  , 3.31  , 3.31  , 0  , 0  , 0  , 18.4  , 0  , 17.6  , 0  , 0  , 0  , 90.26258  , 0  , 82.08364  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 368.106  , 0  , 50.73  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:37:56 
 456 ,PASS ,  1.426  , 0  , 0.975  , 0.007  , 0  , 0.035  , 3.319  , 0  , 3.319  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 767.607  , 0  , 112.508  , 3.645  , 0  , 4.046  , 3.3  , 3.296  , 3.295  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.42524  , 0  , 81.29016  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 412.102  , 0  , 61.341  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:38:19 
 457 ,PASS ,  1.525  , 0  , 1.01  , 0.007  , 0  , 0.036  , 3.356  , 0  , 3.358  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 775.186  , 0  , 113.499  , 3.68  , 0  , 4.082  , 3.34  , 3.338  , 3.338  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.46195  , 0  , 81.33268  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 372.783  , 0  , 50.764  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:38:44 
 458 ,PASS ,  1.483  , 0  , 0.991  , 0.007  , 0  , 0.035  , 3.344  , 0  , 3.344  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 771.895  , 0  , 113.089  , 3.666  , 0  , 4.067  , 3.325  , 3.321  , 3.321  , 0  , 0  , 0  , 20  , 0  , 19.2  , 0  , 0  , 0  , 90.64375  , 0  , 81.5343  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 344.038  , 0  , 50.359  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:39:08 
 459 ,PASS ,  1.456  , 0  , 1.036  , 0.007  , 0  , 0.036  , 3.344  , 0  , 3.345  , 0  , 0  , 0  , 7.2  , 0  , 11.2  , 0  , 0  , 0  , 772.386  , 0  , 113.224  , 3.67  , 0  , 4.072  , 3.328  , 3.325  , 3.324  , 0  , 0  , 0  , 20.8  , 0  , 18.4  , 0  , 0  , 0  , 90.46321  , 0  , 81.45874  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 344.903  , 0  , 48.981  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:39:31 
 460 ,PASS ,  1.549  , 0  , 0.992  , 0.007  , 0  , 0.035  , 3.321  , 0  , 3.323  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 768.709  , 0  , 112.482  , 3.649  , 0  , 4.045  , 3.306  , 3.304  , 3.303  , 0  , 0  , 0  , 20  , 0  , 17.6  , 0  , 0  , 0  , 90.32612  , 0  , 81.50803  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 338.994  , 0  , 48.464  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:39:54 
 461 ,PASS ,  1.483  , 0  , 1.001  , 0.007  , 0  , 0.036  , 3.348  , 0  , 3.346  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 773.221  , 0  , 113.268  , 3.672  , 0  , 4.075  , 3.331  , 3.329  , 3.328  , 0  , 0  , 0  , 18.4  , 0  , 21.6  , 0  , 0  , 0  , 90.65904  , 0  , 81.30061  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 379.248  , 0  , 53.176  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:40:17 
 462 ,PASS ,  1.494  , 0  , 0.99  , 0.007  , 0  , 0.036  , 3.34  , 0  , 3.34  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 771.779  , 0  , 112.742  , 3.664  , 0  , 4.054  , 3.323  , 3.32  , 3.319  , 0  , 0  , 0  , 20  , 0  , 18.4  , 0  , 0  , 0  , 90.39301  , 0  , 81.45042  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 394.666  , 0  , 57.147  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:40:41 
 463 ,PASS ,  1.493  , 0  , 1.019  , 0.007  , 0  , 0.036  , 3.339  , 0  , 3.339  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 771.287  , 0  , 112.778  , 3.663  , 0  , 4.055  , 3.321  , 3.319  , 3.319  , 0  , 0  , 0  , 18.4  , 0  , 17.6  , 0  , 0  , 0  , 90.47228  , 0  , 81.80025  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 411.471  , 0  , 61.502  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:41:06 
 464 ,PASS ,  1.63  , 0  , 1.007  , 0.008  , 0  , 0.036  , 3.346  , 0  , 3.345  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 771.98  , 0  , 113.298  , 3.669  , 0  , 4.076  , 3.326  , 3.324  , 3.324  , 0  , 0  , 0  , 20  , 0  , 19.2  , 0  , 0  , 0  , 90.24258  , 0  , 81.47694  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 377.755  , 0  , 54.08  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:41:30 
 465 ,PASS ,  1.431  , 0  , 1.017  , 0.007  , 0  , 0.036  , 3.306  , 0  , 3.308  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 765.608  , 0  , 112.029  , 3.634  , 0  , 4.029  , 3.29  , 3.286  , 3.286  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.36874  , 0  , 81.28568  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 297.497  , 0  , 40.725  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:41:53 
 466 ,PASS ,  1.517  , 0  , 1.018  , 0.007  , 0  , 0.036  , 3.353  , 0  , 3.353  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 774.006  , 0  , 113.372  , 3.674  , 0  , 4.078  , 3.335  , 3.33  , 3.331  , 0  , 0  , 0  , 20  , 0  , 19.2  , 0  , 0  , 0  , 90.69135  , 0  , 81.65767  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 400.464  , 0  , 58.528  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:42:17 
 467 ,PASS ,  1.791  , 0  , 1.044  , 0.008  , 0  , 0.037  , 3.309  , 0  , 3.31  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 765.466  , 0  , 112.058  , 3.636  , 0  , 4.031  , 3.291  , 3.288  , 3.288  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.18152  , 0  , 81.64227  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 381.361  , 0  , 54.197  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:42:40 
 468 ,PASS ,  1.494  , 0  , 1.028  , 0.007  , 0  , 0.037  , 3.34  , 0  , 3.341  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 771.592  , 0  , 112.866  , 3.662  , 0  , 4.059  , 3.321  , 3.318  , 3.316  , 0  , 0  , 0  , 19.2  , 0  , 17.6  , 0  , 0  , 0  , 90.38776  , 0  , 81.71964  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 374.966  , 0  , 51.844  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:43:03 
 469 ,PASS ,  1.465  , 0  , 1.013  , 0.007  , 0  , 0.036  , 3.358  , 0  , 3.358  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 773.594  , 0  , 113.09  , 3.675  , 0  , 4.067  , 3.338  , 3.334  , 3.334  , 0  , 0  , 0  , 20  , 0  , 17.6  , 0  , 0  , 0  , 90.66667  , 0  , 81.85395  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 415.367  , 0  , 57.879  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:43:30 
 470 ,PASS ,  1.516  , 0  , 1.029  , 0.007  , 0  , 0.036  , 3.325  , 0  , 3.325  , 0  , 0  , 0  , 6.4  , 0  , 12  , 0  , 0  , 0  , 767.704  , 0  , 112.686  , 3.648  , 0  , 4.053  , 3.305  , 3.303  , 3.303  , 0  , 0  , 0  , 20.8  , 0  , 20.8  , 0  , 0  , 0  , 90.46053  , 0  , 81.37183  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 399.354  , 0  , 57.819  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:43:55 
 471 ,PASS ,  1.499  , 0  , 1.019  , 0.007  , 0  , 0.037  , 3.323  , 0  , 3.324  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 767.028  , 0  , 112.208  , 3.644  , 0  , 4.036  , 3.301  , 3.299  , 3.299  , 0  , 0  , 0  , 19.2  , 0  , 19.2  , 0  , 0  , 0  , 90.17563  , 0  , 81.41725  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 367.439  , 0  , 53.1  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:44:23 
 472 ,PASS ,  1.487  , 0  , 1.042  , 0.007  , 0  , 0.038  , 3.31  , 0  , 3.31  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 765.115  , 0  , 112.016  , 3.634  , 0  , 4.029  , 3.291  , 3.289  , 3.289  , 0  , 0  , 0  , 17.6  , 0  , 17.6  , 0  , 0  , 0  , 90.47881  , 0  , 81.26086  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 329.883  , 0  , 46.817  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:45:00 
 473 ,PASS ,  1.527  , 0  , 1.02  , 0.007  , 0  , 0.037  , 3.339  , 0  , 3.338  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 770.461  , 0  , 112.821  , 3.657  , 0  , 4.058  , 3.32  , 3.318  , 3.316  , 0  , 0  , 0  , 17.6  , 0  , 17.6  , 0  , 0  , 0  , 90.34727  , 0  , 81.56727  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 362.44  , 0  , 49.597  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:45:28 
 474 ,PASS ,  1.468  , 0  , 1.044  , 0.007  , 0  , 0.037  , 3.338  , 0  , 3.336  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 770.539  , 0  , 112.886  , 3.656  , 0  , 4.06  , 3.318  , 3.315  , 3.315  , 0  , 0  , 0  , 19.2  , 0  , 20  , 0  , 0  , 0  , 90.48141  , 0  , 81.55173  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 354.468  , 0  , 50.041  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:45:53 
 475 ,PASS ,  1.454  , 0  , 1.051  , 0.007  , 0  , 0.036  , 3.296  , 0  , 3.299  , 0  , 0  , 0  , 7.2  , 0  , 11.2  , 0  , 0  , 0  , 763.015  , 0  , 111.838  , 3.623  , 0  , 4.022  , 3.28  , 3.278  , 3.276  , 0  , 0  , 0  , 18.4  , 0  , 17.6  , 0  , 0  , 0  , 90.44991  , 0  , 81.22825  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 386.676  , 0  , 54.686  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 08:46:20 
